"port_name","state","port_code","border","date","measure","value","latitude","longitude","point"
"Hansboro","North Dakota","3415","US-Canada Border","2020-12-01T00:00:00.000","Trucks","17","48.999583","-99.346527","POINT (-99.346527 48.999583)"
"Pembina","North Dakota","3401","US-Canada Border","2020-12-01T00:00:00.000","Trains","87","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"Presidio","Texas","2403","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","912","29.561827","-104.394907","POINT (-104.394907 29.561827)"
"Santa Teresa","New Mexico","2408","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","13412","31.783939","-106.679437","POINT (-106.679437 31.783939)"
"Sarles","North Dakota","3409","US-Canada Border","2020-12-01T00:00:00.000","Trucks","35","49.000027","-98.938361","POINT (-98.938361 49.000027)"
"Portal","North Dakota","3403","US-Canada Border","2020-12-01T00:00:00.000","Trains","150","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Raymond","Montana","3301","US-Canada Border","2020-12-01T00:00:00.000","Trucks","1040","48.999194","-104.574333","POINT (-104.574333 48.999194)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2020-12-01T00:00:00.000","Trains","139","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Beecher Falls","Vermont","0206","US-Canada Border","2020-12-01T00:00:00.000","Trucks","806","45.013411","-71.505309","POINT (-71.505309 45.013411)"
"Warroad","Minnesota","3423","US-Canada Border","2020-12-01T00:00:00.000","Trucks","451","48.999","-95.376555","POINT (-95.376555 48.999)"
"Sherwood","North Dakota","3414","US-Canada Border","2020-12-01T00:00:00.000","Trucks","302","48.999305","-101.627527","POINT (-101.627527 48.999305)"
"Blaine","Washington","3004","US-Canada Border","2020-12-01T00:00:00.000","Trains","153","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2020-12-01T00:00:00.000","Trucks","22440","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Walhalla","North Dakota","3407","US-Canada Border","2020-12-01T00:00:00.000","Trucks","571","49.000472","-97.908416","POINT (-97.908416 49.000472)"
"Laredo","Texas","2304","US-Mexico Border","2020-12-01T00:00:00.000","Trains","402","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Scobey","Montana","3309","US-Canada Border","2020-12-01T00:00:00.000","Trucks","58","48.999527","-105.407638","POINT (-105.407638 48.999527)"
"Ambrose","North Dakota","3410","US-Canada Border","2020-12-01T00:00:00.000","Trucks","1","48.999305","-103.486555","POINT (-103.486555 48.999305)"
"Trout River","New York","0715","US-Canada Border","2020-12-01T00:00:00.000","Trains","50","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Richford","Vermont","0203","US-Canada Border","2020-12-01T00:00:00.000","Trucks","299","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Jackman","Maine","0104","US-Canada Border","2020-12-01T00:00:00.000","Trains","32","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Eagle Pass","Texas","2303","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","16125","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Eastport","Idaho","3302","US-Canada Border","2020-12-01T00:00:00.000","Trains","100","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"El Paso","Texas","2402","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","18216","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Ogdensburg","New York","0701","US-Canada Border","2020-12-01T00:00:00.000","Trucks","3336","44.7330898624","-75.4577501759","POINT (-75.4577501759 44.7330898624)"
"Kenneth G Ward","Washington","3023","US-Canada Border","2020-12-01T00:00:00.000","Trucks","3280","49.002277","-122.485027","POINT (-122.485027 49.002277)"
"Brownsville","Texas","2301","US-Mexico Border","2020-12-01T00:00:00.000","Trains","57","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"St John","North Dakota","3405","US-Canada Border","2020-12-01T00:00:00.000","Trucks","21","48.999277","-99.659111","POINT (-99.659111 48.999277)"
"Hannah","North Dakota","3408","US-Canada Border","2020-12-01T00:00:00.000","Trucks","2","49.000138","-98.693777","POINT (-98.693777 49.000138)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2020-12-01T00:00:00.000","Trains","29","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Piegan","Montana","3316","US-Canada Border","2020-12-01T00:00:00.000","Trucks","111","48.998083","-113.378777","POINT (-113.378777 48.998083)"
"Bridgewater","Maine","0127","US-Canada Border","2020-12-01T00:00:00.000","Trucks","196","46.450335","-67.78484","POINT (-67.78484 46.450335)"
"Van Buren","Maine","0108","US-Canada Border","2020-12-01T00:00:00.000","Trucks","1303","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Oroville","Washington","3019","US-Canada Border","2020-12-01T00:00:00.000","Trucks","1990","49.000083","-119.461833","POINT (-119.461833 49.000083)"
"Noonan","North Dakota","3420","US-Canada Border","2020-12-01T00:00:00.000","Trucks","180","48.999333","-103.004361","POINT (-103.004361 48.999333)"
"Detroit","Michigan","3801","US-Canada Border","2020-12-01T00:00:00.000","Trucks","110746","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2020-12-01T00:00:00.000","Trains","66","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Highgate Springs","Vermont","0212","US-Canada Border","2020-12-01T00:00:00.000","Trains","25","45.015414","-73.085037","POINT (-73.085037 45.015414)"
"Grand Portage","Minnesota","3613","US-Canada Border","2020-12-01T00:00:00.000","Trucks","1028","48.001427","-89.58515","POINT (-89.58515 48.001427)"
"Calexico East","California","2507","US-Mexico Border","2020-12-01T00:00:00.000","Trains","18","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Rio Grande City","Texas","2307","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","2903","26.365761","-98.802513","POINT (-98.802513 26.365761)"
"Northgate","North Dakota","3406","US-Canada Border","2020-12-01T00:00:00.000","Trains","16","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Boundary","Washington","3015","US-Canada Border","2020-12-01T00:00:00.000","Trucks","22","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Sumas","Washington","3009","US-Canada Border","2020-12-01T00:00:00.000","Trucks","12486","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Trout River","New York","0715","US-Canada Border","2020-12-01T00:00:00.000","Trucks","732","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Naco","Arizona","2603","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","298","31.334084","-109.948413","POINT (-109.948413 31.334084)"
"Otay Mesa","California","2506","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","76273","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Tecate","California","2505","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","5147","32.576428","-116.626216","POINT (-116.626216 32.576428)"
"International Falls","Minnesota","3604","US-Canada Border","2020-12-01T00:00:00.000","Trains","354","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Roma","Texas","2310","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","2352","26.403928","-99.018981","POINT (-99.018981 26.403928)"
"Columbus","New Mexico","2406","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","2169","31.783742","-107.627948","POINT (-107.627948 31.783742)"
"Limestone","Maine","0118","US-Canada Border","2020-12-01T00:00:00.000","Trucks","20","46.924555","-67.789597","POINT (-67.789597 46.924555)"
"Westhope","North Dakota","3419","US-Canada Border","2020-12-01T00:00:00.000","Trucks","257","48.999611","-101.017277","POINT (-101.017277 48.999611)"
"Fortuna","North Dakota","3417","US-Canada Border","2020-12-01T00:00:00.000","Trucks","159","48.999555","-103.80925","POINT (-103.80925 48.999555)"
"Sweetgrass","Montana","3310","US-Canada Border","2020-12-01T00:00:00.000","Trains","35","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Port Huron","Michigan","3802","US-Canada Border","2020-12-01T00:00:00.000","Trains","267","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Eastport","Idaho","3302","US-Canada Border","2020-12-01T00:00:00.000","Trucks","4120","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"Dalton Cache","Alaska","3106","US-Canada Border","2020-12-01T00:00:00.000","Trucks","66","59.450556","-136.361944","POINT (-136.361944 59.450556)"
"Roosville","Montana","3318","US-Canada Border","2020-12-01T00:00:00.000","Trucks","931","48.999638","-115.056027","POINT (-115.056027 48.999638)"
"Danville","Washington","3012","US-Canada Border","2020-12-01T00:00:00.000","Trucks","13","49.000083","-118.503722","POINT (-118.503722 49.000083)"
"Sumas","Washington","3009","US-Canada Border","2020-12-01T00:00:00.000","Trains","16","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Madawaska","Maine","0109","US-Canada Border","2020-12-01T00:00:00.000","Trucks","155","47.360052","-68.328684","POINT (-68.328684 47.360052)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2020-12-01T00:00:00.000","Trucks","68541","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Nogales","Arizona","2604","US-Mexico Border","2020-12-01T00:00:00.000","Trains","51","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Vanceboro","Maine","0105","US-Canada Border","2020-12-01T00:00:00.000","Trucks","55","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Laredo","Texas","2304","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","197313","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Vanceboro","Maine","0105","US-Canada Border","2020-12-01T00:00:00.000","Trains","28","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Norton","Vermont","0211","US-Canada Border","2020-12-01T00:00:00.000","Trains","16","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Otay Mesa","California","2506","US-Mexico Border","2020-12-01T00:00:00.000","Trains","13","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Ysleta","Texas","2401","US-Mexico Border","2020-12-01T00:00:00.000","Trucks","45456","31.6731261376859","-106.335449846028","POINT (-106.335449846028 31.6731261376859)"
"Del Bonita","Montana","3322","US-Canada Border","2020-12-01T00:00:00.000","Trucks","159","48.998555","-112.78825","POINT (-112.78825 48.998555)"
"Eagle Pass","Texas","2303","US-Mexico Border","2020-11-01T00:00:00.000","Trains","262","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Beecher Falls","Vermont","0206","US-Canada Border","2020-11-01T00:00:00.000","Trucks","825","45.013411","-71.505309","POINT (-71.505309 45.013411)"
"Columbus","New Mexico","2406","US-Mexico Border","2020-11-01T00:00:00.000","Trucks","2597","31.783742","-107.627948","POINT (-107.627948 31.783742)"
"Eagle Pass","Texas","2303","US-Mexico Border","2020-11-01T00:00:00.000","Trucks","14896","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Vanceboro","Maine","0105","US-Canada Border","2020-11-01T00:00:00.000","Trains","27","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Portal","North Dakota","3403","US-Canada Border","2020-11-01T00:00:00.000","Trucks","6395","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Norton","Vermont","0211","US-Canada Border","2020-11-01T00:00:00.000","Trains","19","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2020-11-01T00:00:00.000","Trucks","72685","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Nogales","Arizona","2604","US-Mexico Border","2020-11-01T00:00:00.000","Trains","54","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Alexandria Bay","New York","0708","US-Canada Border","2020-11-01T00:00:00.000","Trucks","16403","44.347229","-75.983592","POINT (-75.983592 44.347229)"
"Sweetgrass","Montana","3310","US-Canada Border","2020-11-01T00:00:00.000","Trains","27","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2020-11-01T00:00:00.000","Trucks","3173","46.508611","-84.360833","POINT (-84.360833 46.508611)"
