"port_name","state","port_code","border","date","measure","value","latitude","longitude","point"
"Champlain Rouses Point","New York","0712","US-Canada Border","2023-01-01T00:00:00.000","Trains","58","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Boundary","Washington","3015","US-Canada Border","2023-01-01T00:00:00.000","Trains","21","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Brownsville","Texas","2301","US-Mexico Border","2023-01-01T00:00:00.000","Trains","65","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Sarles","North Dakota","3409","US-Canada Border","2023-01-01T00:00:00.000","Trucks","78","49.000027","-98.938361","POINT (-98.938361 49.000027)"
"Porthill","Idaho","3308","US-Canada Border","2023-01-01T00:00:00.000","Trucks","173","48.999861","-116.49925","POINT (-116.49925 48.999861)"
"Detroit","Michigan","3801","US-Canada Border","2023-01-01T00:00:00.000","Trucks","126872","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Houlton","Maine","0106","US-Canada Border","2023-01-01T00:00:00.000","Trucks","6915","46.134879","-67.781288","POINT (-67.781288 46.134879)"
"Nogales","Arizona","2604","US-Mexico Border","2023-01-01T00:00:00.000","Trains","70","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Blaine","Washington","3004","US-Canada Border","2023-01-01T00:00:00.000","Trucks","28918","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Massena","New York","0704","US-Canada Border","2023-01-01T00:00:00.000","Trucks","1834","44.990556","-74.739722","POINT (-74.739722 44.990556)"
"Rio Grande City","Texas","2307","US-Mexico Border","2023-01-01T00:00:00.000","Trucks","3664","26.365761","-98.802513","POINT (-98.802513 26.365761)"
"Scobey","Montana","3309","US-Canada Border","2023-01-01T00:00:00.000","Trucks","20","48.999527","-105.407638","POINT (-105.407638 48.999527)"
"Laurier","Washington","3016","US-Canada Border","2023-01-01T00:00:00.000","Trucks","734","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Westhope","North Dakota","3419","US-Canada Border","2023-01-01T00:00:00.000","Trucks","102","48.999611","-101.017277","POINT (-101.017277 48.999611)"
"Van Buren","Maine","0108","US-Canada Border","2022-12-01T00:00:00.000","Trains","53","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Porthill","Idaho","3308","US-Canada Border","2022-12-01T00:00:00.000","Trucks","78","48.999861","-116.49925","POINT (-116.49925 48.999861)"
"Eastport","Idaho","3302","US-Canada Border","2022-12-01T00:00:00.000","Trains","91","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"Laurier","Washington","3016","US-Canada Border","2022-12-01T00:00:00.000","Trucks","470","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Lancaster","Minnesota","3430","US-Canada Border","2022-12-01T00:00:00.000","Trucks","326","49.000194","-96.800527","POINT (-96.800527 49.000194)"
"Roseau","Minnesota","3426","US-Canada Border","2022-12-01T00:00:00.000","Trucks","249","48.999538","-95.766469","POINT (-95.766469 48.999538)"
"Progreso","Texas","2309","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","3267","26.062133","-97.949958","POINT (-97.949958 26.062133)"
"Otay Mesa","California","2506","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","79701","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Highgate Springs","Vermont","0212","US-Canada Border","2022-12-01T00:00:00.000","Trucks","7421","45.015414","-73.085037","POINT (-73.085037 45.015414)"
"Van Buren","Maine","0108","US-Canada Border","2022-12-01T00:00:00.000","Trucks","1506","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Sweetgrass","Montana","3310","US-Canada Border","2022-12-01T00:00:00.000","Trains","30","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Trout River","New York","0715","US-Canada Border","2022-12-01T00:00:00.000","Trucks","658","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Detroit","Michigan","3801","US-Canada Border","2022-12-01T00:00:00.000","Trucks","110524","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Noonan","North Dakota","3420","US-Canada Border","2022-12-01T00:00:00.000","Trucks","59","48.999333","-103.004361","POINT (-103.004361 48.999333)"
"Sweetgrass","Montana","3310","US-Canada Border","2022-12-01T00:00:00.000","Trucks","10474","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Westhope","North Dakota","3419","US-Canada Border","2022-12-01T00:00:00.000","Trucks","44","48.999611","-101.017277","POINT (-101.017277 48.999611)"
"Richford","Vermont","0203","US-Canada Border","2022-12-01T00:00:00.000","Trains","5","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Del Bonita","Montana","3322","US-Canada Border","2022-12-01T00:00:00.000","Trucks","36","48.998555","-112.78825","POINT (-112.78825 48.998555)"
"Highgate Springs","Vermont","0212","US-Canada Border","2022-12-01T00:00:00.000","Trains","21","45.015414","-73.085037","POINT (-73.085037 45.015414)"
"Hidalgo","Texas","2305","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","55382","26.095032","-98.271092","POINT (-98.271092 26.095032)"
"Point Roberts","Washington","3017","US-Canada Border","2022-12-01T00:00:00.000","Trucks","421","49.0020555547","-123.068055556","POINT (-123.068055556 49.0020555547)"
"Sumas","Washington","3009","US-Canada Border","2022-12-01T00:00:00.000","Trains","16","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Bridgewater","Maine","0127","US-Canada Border","2022-12-01T00:00:00.000","Trucks","283","46.450335","-67.78484","POINT (-67.78484 46.450335)"
"Boundary","Washington","3015","US-Canada Border","2022-12-01T00:00:00.000","Trucks","16","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Neche","North Dakota","3404","US-Canada Border","2022-12-01T00:00:00.000","Trucks","654","49.000527","-97.557333","POINT (-97.557333 49.000527)"
"Pinecreek","Minnesota","3425","US-Canada Border","2022-12-01T00:00:00.000","Trucks","8","48.999916","-95.977694","POINT (-95.977694 48.999916)"
"Kenneth G Ward","Washington","3023","US-Canada Border","2022-12-01T00:00:00.000","Trucks","2734","49.002277","-122.485027","POINT (-122.485027 49.002277)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2022-12-01T00:00:00.000","Trucks","2251","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Ogdensburg","New York","0701","US-Canada Border","2022-12-01T00:00:00.000","Trucks","2790","44.7330898624","-75.4577501759","POINT (-75.4577501759 44.7330898624)"
"Lukeville","Arizona","2602","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","59","31.880195","-112.817077","POINT (-112.817077 31.880195)"
"Warroad","Minnesota","3423","US-Canada Border","2022-12-01T00:00:00.000","Trucks","286","48.999","-95.376555","POINT (-95.376555 48.999)"
"Vanceboro","Maine","0105","US-Canada Border","2022-12-01T00:00:00.000","Trucks","27","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Calexico East","California","2507","US-Mexico Border","2022-12-01T00:00:00.000","Trains","22","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Brownsville","Texas","2301","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","24603","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Port Huron","Michigan","3802","US-Canada Border","2022-12-01T00:00:00.000","Trains","259","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Eastport","Maine","0103","US-Canada Border","2022-12-01T00:00:00.000","Trucks","117","44.8594395785","-66.98007566","POINT (-66.98007566 44.8594395785)"
"Sarles","North Dakota","3409","US-Canada Border","2022-12-01T00:00:00.000","Trucks","60","49.000027","-98.938361","POINT (-98.938361 49.000027)"
"Laredo","Texas","2304","US-Mexico Border","2022-12-01T00:00:00.000","Trains","378","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Carbury","North Dakota","3421","US-Canada Border","2022-12-01T00:00:00.000","Trucks","20","48.999416","-100.555805","POINT (-100.555805 48.999416)"
"Norton","Vermont","0211","US-Canada Border","2022-12-01T00:00:00.000","Trucks","338","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Otay Mesa","California","2506","US-Mexico Border","2022-12-01T00:00:00.000","Trains","11","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Boundary","Washington","3015","US-Canada Border","2022-12-01T00:00:00.000","Trains","20","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Richford","Vermont","0203","US-Canada Border","2022-12-01T00:00:00.000","Trucks","265","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Detroit","Michigan","3801","US-Canada Border","2022-12-01T00:00:00.000","Trains","126","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Northgate","North Dakota","3406","US-Canada Border","2022-12-01T00:00:00.000","Trains","10","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Raymond","Montana","3301","US-Canada Border","2022-12-01T00:00:00.000","Trucks","929","48.999194","-104.574333","POINT (-104.574333 48.999194)"
"Dalton Cache","Alaska","3106","US-Canada Border","2022-12-01T00:00:00.000","Trucks","66","59.450556","-136.361944","POINT (-136.361944 59.450556)"
"Vanceboro","Maine","0105","US-Canada Border","2022-12-01T00:00:00.000","Trains","52","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Norton","Vermont","0211","US-Canada Border","2022-12-01T00:00:00.000","Trains","14","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Alexandria Bay","New York","0708","US-Canada Border","2022-12-01T00:00:00.000","Trucks","13008","44.347229","-75.983592","POINT (-75.983592 44.347229)"
"Calais","Maine","0115","US-Canada Border","2022-12-01T00:00:00.000","Trucks","4169","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Nogales","Arizona","2604","US-Mexico Border","2022-12-01T00:00:00.000","Trains","69","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Tecate","California","2505","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","4920","32.576428","-116.626216","POINT (-116.626216 32.576428)"
"Eagle Pass","Texas","2303","US-Mexico Border","2022-12-01T00:00:00.000","Trains","227","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2022-12-01T00:00:00.000","Trucks","63475","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Oroville","Washington","3019","US-Canada Border","2022-12-01T00:00:00.000","Trucks","1555","49.000083","-119.461833","POINT (-119.461833 49.000083)"
"Danville","Washington","3012","US-Canada Border","2022-12-01T00:00:00.000","Trucks","3","49.000083","-118.503722","POINT (-118.503722 49.000083)"
"Pembina","North Dakota","3401","US-Canada Border","2022-12-01T00:00:00.000","Trucks","16866","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"Hannah","North Dakota","3408","US-Canada Border","2022-12-01T00:00:00.000","Trucks","1","49.000138","-98.693777","POINT (-98.693777 49.000138)"
"Sherwood","North Dakota","3414","US-Canada Border","2022-12-01T00:00:00.000","Trucks","159","48.999305","-101.627527","POINT (-101.627527 48.999305)"
"Massena","New York","0704","US-Canada Border","2022-12-01T00:00:00.000","Trucks","1974","44.990556","-74.739722","POINT (-74.739722 44.990556)"
"Portal","North Dakota","3403","US-Canada Border","2022-12-01T00:00:00.000","Trucks","5439","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Blaine","Washington","3004","US-Canada Border","2022-12-01T00:00:00.000","Trucks","25224","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Wildhorse","Montana","3323","US-Canada Border","2022-12-01T00:00:00.000","Trucks","4","48.999361","-110.215083","POINT (-110.215083 48.999361)"
"Presidio","Texas","2403","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","1060","29.561827","-104.394907","POINT (-104.394907 29.561827)"
"Calexico East","California","2507","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","36083","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Maida","North Dakota","3416","US-Canada Border","2022-12-01T00:00:00.000","Trucks","21","49.00025","-98.36525","POINT (-98.36525 49.00025)"
"El Paso","Texas","2402","US-Mexico Border","2022-12-01T00:00:00.000","Trains","109","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Laredo","Texas","2304","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","221178","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Fort Fairfield","Maine","0107","US-Canada Border","2022-12-01T00:00:00.000","Trucks","490","46.765323","-67.789471","POINT (-67.789471 46.765323)"
"Trout River","New York","0715","US-Canada Border","2022-12-01T00:00:00.000","Trains","47","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Del Rio","Texas","2302","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","5479","29.326784","-100.927612","POINT (-100.927612 29.326784)"
"Jackman","Maine","0104","US-Canada Border","2022-12-01T00:00:00.000","Trains","37","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2022-12-01T00:00:00.000","Trucks","20857","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Eagle Pass","Texas","2303","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","16752","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Eastport","Idaho","3302","US-Canada Border","2022-12-01T00:00:00.000","Trucks","3439","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"Turner","Montana","3306","US-Canada Border","2022-12-01T00:00:00.000","Trucks","22","48.999527","-108.387916","POINT (-108.387916 48.999527)"
"Dunseith","North Dakota","3422","US-Canada Border","2022-12-01T00:00:00.000","Trucks","1595","48.999277","-100.052166","POINT (-100.052166 48.999277)"
"Hansboro","North Dakota","3415","US-Canada Border","2022-12-01T00:00:00.000","Trucks","17","48.999583","-99.346527","POINT (-99.346527 48.999583)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2022-12-01T00:00:00.000","Trains","52","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"International Falls","Minnesota","3604","US-Canada Border","2022-12-01T00:00:00.000","Trucks","1282","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2022-12-01T00:00:00.000","Trains","128","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Houlton","Maine","0106","US-Canada Border","2022-12-01T00:00:00.000","Trucks","6464","46.134879","-67.781288","POINT (-67.781288 46.134879)"
"Rio Grande City","Texas","2307","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","3434","26.365761","-98.802513","POINT (-98.802513 26.365761)"
"Fort Kent","Maine","0110","US-Canada Border","2022-12-01T00:00:00.000","Trucks","928","47.249206","-68.603918","POINT (-68.603918 47.249206)"
"Derby Line","Vermont","0209","US-Canada Border","2022-12-01T00:00:00.000","Trucks","6090","45.005739","-72.099279","POINT (-72.099279 45.005739)"
"Columbus","New Mexico","2406","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","890","31.783742","-107.627948","POINT (-107.627948 31.783742)"
"Pembina","North Dakota","3401","US-Canada Border","2022-12-01T00:00:00.000","Trains","99","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"El Paso","Texas","2402","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","7276","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Nogales","Arizona","2604","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","32173","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Morgan","Montana","3319","US-Canada Border","2022-12-01T00:00:00.000","Trucks","32","48.999829","-107.831819","POINT (-107.831819 48.999829)"
"Blaine","Washington","3004","US-Canada Border","2022-12-01T00:00:00.000","Trains","127","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Ysleta","Texas","2401","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","53087","31.6731261376859","-106.335449846028","POINT (-106.335449846028 31.6731261376859)"
"Walhalla","North Dakota","3407","US-Canada Border","2022-12-01T00:00:00.000","Trucks","322","49.000472","-97.908416","POINT (-97.908416 49.000472)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2022-12-01T00:00:00.000","Trains","27","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Ambrose","North Dakota","3410","US-Canada Border","2022-12-01T00:00:00.000","Trucks","2","48.999305","-103.486555","POINT (-103.486555 48.999305)"
"Calais","Maine","0115","US-Canada Border","2022-12-01T00:00:00.000","Trains","11","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Laurier","Washington","3016","US-Canada Border","2022-12-01T00:00:00.000","Trains","5","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Port Huron","Michigan","3802","US-Canada Border","2022-12-01T00:00:00.000","Trucks","59395","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Sumas","Washington","3009","US-Canada Border","2022-12-01T00:00:00.000","Trucks","9327","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Naco","Arizona","2603","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","214","31.334084","-109.948413","POINT (-109.948413 31.334084)"
"Skagway","Alaska","3103","US-Canada Border","2022-12-01T00:00:00.000","Trucks","178","59.629722","-135.164444","POINT (-135.164444 59.629722)"
"Frontier","Washington","3020","US-Canada Border","2022-12-01T00:00:00.000","Trucks","1291","49.0005","-117.831527","POINT (-117.831527 49.0005)"
"Jackman","Maine","0104","US-Canada Border","2022-12-01T00:00:00.000","Trucks","4738","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Piegan","Montana","3316","US-Canada Border","2022-12-01T00:00:00.000","Trucks","122","48.998083","-113.378777","POINT (-113.378777 48.998083)"
"Northgate","North Dakota","3406","US-Canada Border","2022-12-01T00:00:00.000","Trucks","287","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Antler","North Dakota","3413","US-Canada Border","2022-12-01T00:00:00.000","Trucks","79","48.999472","-101.296055","POINT (-101.296055 48.999472)"
"Metaline Falls","Washington","3025","US-Canada Border","2022-12-01T00:00:00.000","Trucks","313","48.999972","-117.299444","POINT (-117.299444 48.999972)"
"San Luis","Arizona","2608","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","4551","32.485","-114.7822222","POINT (-114.7822222 32.485)"
"Roma","Texas","2310","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","3437","26.403928","-99.018981","POINT (-99.018981 26.403928)"
"Scobey","Montana","3309","US-Canada Border","2022-12-01T00:00:00.000","Trucks","8","48.999527","-105.407638","POINT (-105.407638 48.999527)"
"Alcan","Alaska","3104","US-Canada Border","2022-12-01T00:00:00.000","Trucks","363","62.614961","-141.001444","POINT (-141.001444 62.614961)"
"International Falls","Minnesota","3604","US-Canada Border","2022-12-01T00:00:00.000","Trains","314","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Portal","North Dakota","3403","US-Canada Border","2022-12-01T00:00:00.000","Trains","126","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Baudette","Minnesota","3424","US-Canada Border","2022-12-01T00:00:00.000","Trucks","189","48.719109","-94.590467","POINT (-94.590467 48.719109)"
"Brownsville","Texas","2301","US-Mexico Border","2022-12-01T00:00:00.000","Trains","67","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Limestone","Maine","0118","US-Canada Border","2022-12-01T00:00:00.000","Trucks","15","46.924555","-67.789597","POINT (-67.789597 46.924555)"
"Madawaska","Maine","0109","US-Canada Border","2022-12-01T00:00:00.000","Trucks","86","47.360052","-68.328684","POINT (-68.328684 47.360052)"
"Douglas","Arizona","2601","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","2224","31.334043","-109.560344","POINT (-109.560344 31.334043)"
"Roosville","Montana","3318","US-Canada Border","2022-12-01T00:00:00.000","Trucks","646","48.999638","-115.056027","POINT (-115.056027 48.999638)"
"Grand Portage","Minnesota","3613","US-Canada Border","2022-12-01T00:00:00.000","Trucks","697","48.001427","-89.58515","POINT (-89.58515 48.001427)"
"Santa Teresa","New Mexico","2408","US-Mexico Border","2022-12-01T00:00:00.000","Trucks","11276","31.783939","-106.679437","POINT (-106.679437 31.783939)"
"Beecher Falls","Vermont","0206","US-Canada Border","2022-12-01T00:00:00.000","Trucks","763","45.013411","-71.505309","POINT (-71.505309 45.013411)"
"St John","North Dakota","3405","US-Canada Border","2022-12-01T00:00:00.000","Trucks","47","48.999277","-99.659111","POINT (-99.659111 48.999277)"
"Fortuna","North Dakota","3417","US-Canada Border","2022-12-01T00:00:00.000","Trucks","372","48.999555","-103.80925","POINT (-103.80925 48.999555)"
"Danville","Washington","3012","US-Canada Border","2022-11-01T00:00:00.000","Trucks","15","49.000083","-118.503722","POINT (-118.503722 49.000083)"
"Laurier","Washington","3016","US-Canada Border","2022-11-01T00:00:00.000","Trains","6","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Calais","Maine","0115","US-Canada Border","2022-11-01T00:00:00.000","Trains","13","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Bridgewater","Maine","0127","US-Canada Border","2022-11-01T00:00:00.000","Trucks","300","46.450335","-67.78484","POINT (-67.78484 46.450335)"
"International Falls","Minnesota","3604","US-Canada Border","2022-11-01T00:00:00.000","Trains","324","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Calais","Maine","0115","US-Canada Border","2022-11-01T00:00:00.000","Trucks","4945","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Westhope","North Dakota","3419","US-Canada Border","2022-11-01T00:00:00.000","Trucks","62","48.999611","-101.017277","POINT (-101.017277 48.999611)"
"El Paso","Texas","2402","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","14335","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Oroville","Washington","3019","US-Canada Border","2022-11-01T00:00:00.000","Trucks","1846","49.000083","-119.461833","POINT (-119.461833 49.000083)"
"Ogdensburg","New York","0701","US-Canada Border","2022-11-01T00:00:00.000","Trucks","3103","44.7330898624","-75.4577501759","POINT (-75.4577501759 44.7330898624)"
"Alexandria Bay","New York","0708","US-Canada Border","2022-11-01T00:00:00.000","Trucks","15646","44.347229","-75.983592","POINT (-75.983592 44.347229)"
"Trout River","New York","0715","US-Canada Border","2022-11-01T00:00:00.000","Trains","50","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Highgate Springs","Vermont","0212","US-Canada Border","2022-11-01T00:00:00.000","Trucks","8273","45.015414","-73.085037","POINT (-73.085037 45.015414)"
"Dunseith","North Dakota","3422","US-Canada Border","2022-11-01T00:00:00.000","Trucks","2204","48.999277","-100.052166","POINT (-100.052166 48.999277)"
"Derby Line","Vermont","0209","US-Canada Border","2022-11-01T00:00:00.000","Trucks","7826","45.005739","-72.099279","POINT (-72.099279 45.005739)"
"Lukeville","Arizona","2602","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","71","31.880195","-112.817077","POINT (-112.817077 31.880195)"
"Fortuna","North Dakota","3417","US-Canada Border","2022-11-01T00:00:00.000","Trucks","435","48.999555","-103.80925","POINT (-103.80925 48.999555)"
"Wildhorse","Montana","3323","US-Canada Border","2022-11-01T00:00:00.000","Trucks","6","48.999361","-110.215083","POINT (-110.215083 48.999361)"
"Calexico East","California","2507","US-Mexico Border","2022-11-01T00:00:00.000","Trains","21","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Dalton Cache","Alaska","3106","US-Canada Border","2022-11-01T00:00:00.000","Trucks","74","59.450556","-136.361944","POINT (-136.361944 59.450556)"
"Jackman","Maine","0104","US-Canada Border","2022-11-01T00:00:00.000","Trains","52","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Eastport","Maine","0103","US-Canada Border","2022-11-01T00:00:00.000","Trucks","194","44.8594395785","-66.98007566","POINT (-66.98007566 44.8594395785)"
"Northgate","North Dakota","3406","US-Canada Border","2022-11-01T00:00:00.000","Trains","14","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Laurier","Washington","3016","US-Canada Border","2022-11-01T00:00:00.000","Trucks","733","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Portal","North Dakota","3403","US-Canada Border","2022-11-01T00:00:00.000","Trucks","6781","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Beecher Falls","Vermont","0206","US-Canada Border","2022-11-01T00:00:00.000","Trucks","815","45.013411","-71.505309","POINT (-71.505309 45.013411)"
"Tecate","California","2505","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","5353","32.576428","-116.626216","POINT (-116.626216 32.576428)"
"Noonan","North Dakota","3420","US-Canada Border","2022-11-01T00:00:00.000","Trucks","87","48.999333","-103.004361","POINT (-103.004361 48.999333)"
"Portal","North Dakota","3403","US-Canada Border","2022-11-01T00:00:00.000","Trains","143","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Alcan","Alaska","3104","US-Canada Border","2022-11-01T00:00:00.000","Trucks","471","62.614961","-141.001444","POINT (-141.001444 62.614961)"
"Baudette","Minnesota","3424","US-Canada Border","2022-11-01T00:00:00.000","Trucks","184","48.719109","-94.590467","POINT (-94.590467 48.719109)"
"Presidio","Texas","2403","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","1173","29.561827","-104.394907","POINT (-104.394907 29.561827)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2022-11-01T00:00:00.000","Trains","31","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Fort Fairfield","Maine","0107","US-Canada Border","2022-11-01T00:00:00.000","Trucks","575","46.765323","-67.789471","POINT (-67.789471 46.765323)"
"Metaline Falls","Washington","3025","US-Canada Border","2022-11-01T00:00:00.000","Trucks","233","48.999972","-117.299444","POINT (-117.299444 48.999972)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2022-11-01T00:00:00.000","Trucks","72155","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"St John","North Dakota","3405","US-Canada Border","2022-11-01T00:00:00.000","Trucks","59","48.999277","-99.659111","POINT (-99.659111 48.999277)"
"Jackman","Maine","0104","US-Canada Border","2022-11-01T00:00:00.000","Trucks","5519","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Rio Grande City","Texas","2307","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","4197","26.365761","-98.802513","POINT (-98.802513 26.365761)"
"Calexico East","California","2507","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","37071","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Del Rio","Texas","2302","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","6496","29.326784","-100.927612","POINT (-100.927612 29.326784)"
"Norton","Vermont","0211","US-Canada Border","2022-11-01T00:00:00.000","Trucks","515","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Fort Kent","Maine","0110","US-Canada Border","2022-11-01T00:00:00.000","Trucks","827","47.249206","-68.603918","POINT (-68.603918 47.249206)"
"Hidalgo","Texas","2305","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","56608","26.095032","-98.271092","POINT (-98.271092 26.095032)"
"Port Huron","Michigan","3802","US-Canada Border","2022-11-01T00:00:00.000","Trucks","71869","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Madawaska","Maine","0109","US-Canada Border","2022-11-01T00:00:00.000","Trucks","113","47.360052","-68.328684","POINT (-68.328684 47.360052)"
"Brownsville","Texas","2301","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","26172","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Roseau","Minnesota","3426","US-Canada Border","2022-11-01T00:00:00.000","Trucks","235","48.999538","-95.766469","POINT (-95.766469 48.999538)"
"Trout River","New York","0715","US-Canada Border","2022-11-01T00:00:00.000","Trucks","744","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Northgate","North Dakota","3406","US-Canada Border","2022-11-01T00:00:00.000","Trucks","247","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Laredo","Texas","2304","US-Mexico Border","2022-11-01T00:00:00.000","Trains","363","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Sumas","Washington","3009","US-Canada Border","2022-11-01T00:00:00.000","Trucks","11366","49.002388","-122.264805","POINT (-122.264805 49.002388)"
